artifact_schema_version,news_id,ticker,article_date,annotator_count,consensus_ticker_relevance,consensus_materiality,consensus_direction,consensus_event_type,consensus_time_horizon,consensus_is_stock_relevant,consensus_materiality_score,consensus_expected_impact_score,consensus_uncertainty_score,consensus_novelty_score,consensus_reasoning_confidence,evidence_span,disagreement_fields,high_disagreement_fields,unanimous_fields,majority_fields,consensus_method,agreement_level,analysis_eligible,exclusion_reasons,quality_flags,requires_human_review,review_flags,reason
pseudo_label_consensus_v2,a9015ca07d66a427,MWG,2025-10-20,3,direct,medium,support,capital,short_term,True,3,3,3,2,3,Nghị quyết HĐQT về việc triển khai Phương án mua lại cổ phiếu,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,aaf8ddc570e06136,DGW,2023-10-17,3,direct,medium,support,capital,medium_term,True,3,3,3,2,3,Nghị quyết HĐQT thông qua việc tăng vốn điều lệ,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,aea0480b6eb8b1ba,TPB,2025-07-30,3,direct,medium,risk,debt,short_term,True,3,3,3,3,3,Thông báo về việc tạm ngừng giao dịch đối với trái phiếu TPB12410 của Ngân hàng Thương mại cổ phần Tiên Phong,[],[],"['event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']","['direction', 'materiality']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,af655aa6dee554b9,TCB,2025-08-07,3,direct,low,neutral,capital,short_term,True,2,2,3,2,3,TCB: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,[],[],"['direction', 'materiality']","['event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,af9039c77cbcc1b7,HCM,2023-04-19,3,irrelevant,disagreement,disagreement,legal,unclear,False,3,1,3,3,3,,"['direction', 'materiality']","['expected_impact_score', 'materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['is_stock_relevant', 'ticker_relevance']","['event_type', 'time_horizon']",disagreement,low,False,"['categorical_consensus_unavailable', 'direction_unclear', 'evidence_unavailable', 'materiality_unclear', 'not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['categorical_disagreement', 'data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction', 'unclear_relevance']",True,"['categorical_disagreement', 'data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,afd80ddeef9542f4,NVL,2026-05-05,3,direct,low,neutral,capital,medium_term,True,2,2,3,2,3,NVL: Quyết định về việc thay đổi đăng ký niêm yết,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance']","['materiality', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b06449b4c3ee385d,BID,2025-10-07,3,direct,low,support,dividend,short_term,True,3,2,1,2,3,BID: Thông báo ngày ĐKCC chi trả cổ tức năm 2024 bằng tiền mặt,[],['uncertainty_score'],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b11415588807e0a7,UNKNOWN,2026-06-08,3,irrelevant,low,neutral,project,long_term,False,1,1,4,2,5,,[],"['expected_impact_score', 'materiality_score', 'reasoning_confidence']","['event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']","['direction', 'materiality']",majority_vote,medium,False,"['evidence_unavailable', 'not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_relevance']",True,"['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b39fc085108a301b,FPT,2024-05-09,3,irrelevant,low,disagreement,disagreement,unclear,False,3,1,3,3,5,,"['direction', 'event_type']","['expected_impact_score', 'materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']",['is_stock_relevant'],"['materiality', 'ticker_relevance', 'time_horizon']",disagreement,low,False,"['categorical_consensus_unavailable', 'direction_unclear', 'evidence_unavailable', 'not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['categorical_disagreement', 'data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction', 'unclear_relevance']",True,"['categorical_disagreement', 'data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b3e9706d0a256bda,ANV,2025-12-31,3,direct,low,neutral,governance,short_term,True,2,2,3,2,3,ANV: Nghị quyết và Biên bản họp HĐQT về việc bổ nhiệm chức vụ Phó TGĐ thường trực đối với Ông Doãn Chí Thiên,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b5c5faadc54a7529,SHB,2026-03-02,3,direct,high,support,capital,medium_term,True,4,4,2,3,4,"SHB được chấp thuận tăng vốn điều lệ lên 53,442 tỷ đồng",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['data_quality_issue'],True,['data_quality_issue'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b82b1a8db95f2726,PNJ,2026-05-21,3,direct,medium,support,capital,medium_term,True,3,3,3,3,3,PNJ: Nghị quyết HĐQT thông qua việc tăng vốn điều lệ của Công ty,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,b996a8e64acae8e8,HDG,2025-06-10,3,direct,medium,support,dividend,short_term,True,3,3,1,2,4,"HDG: 13.6.2025, ngày GDKHQ trả cổ tức năm 2024 bằng cổ phiếu (tỷ lệ 100:10)",[],['uncertainty_score'],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,bdd6d1d9ffe22374,NLG,2025-11-19,3,direct,low,unclear,governance,unclear,True,1,1,5,1,2,Nghị quyết HĐQT về việc thực hiện giao dịch với bên liên quan,[],"['materiality_score', 'novelty_score', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,False,['direction_unclear'],"['numeric_score_outlier', 'unclear_direction']",True,"['numeric_score_outlier', 'unclear_direction']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,be8ce9f7656e34d1,NVL,2025-04-24,3,direct,high,mixed,governance,medium_term,True,4,4,3,3,4,"Novaland đặt hai phương án (PA) về kế hoạch kinh doanh với doanh thu dự kiến tăng 15 – 48%: PA1 với doanh thu thuần 13.411 tỷ đồng, lỗ sau thuế 12 tỷ đồng và PA2 với doanh thu thuần 10.453 tỷ đồng, lỗ sau thuế 688 tỷ đồng.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c1aa61a5aebd5b9a,VCG,2026-01-27,3,direct,medium,risk,market,short_term,True,3,3,3,2,4,VCG gây chú ý khi là cổ phiếu giảm sàn liên tục 2 phiên liên tiếp từ 26-27/01.,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c30a5a7c00bebf0c,MWG,2022-09-27,3,direct,medium,mixed,earnings,medium_term,True,3,3,3,3,4,"Nhờ thay đổi cách sắp xếp, doanh thu bình quân mỗi cửa hàng BHX đã tăng lên 1,36 tỷ đồng trong tháng 8/2022, tăng 5% so với tháng trước.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c51cb14e82567182,NVL,2023-03-24,3,direct,high,mixed,debt,medium_term,True,4,4,2,4,4,"Lần đầu tiên, Novaland đạt thỏa thuận với trái chủ trong việc gia hạn thời gian đáo hạn với 2 lô trái phiếu có tổng giá trị 1.750 tỷ đồng.",[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c522c1ab178170fc,HCM,2024-11-26,3,irrelevant,low,neutral,dividend,short_term,False,1,1,1,1,5,"FPT: 2.12.2024, ngày GDKHQ tạm ứng cổ tức đợt 1 năm 2024 bằng tiền (1.000 đ/cp)",[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,False,"['not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']",True,"['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c7b80f1af91e67ba,ACB,2025-12-16,3,direct,medium,risk,debt,short_term,True,3,3,3,3,3,Thông báo về việc hủy bỏ đăng ký giao dịch đối với trái phiếu ACB12401 của Ngân hàng TMCP Á Châu,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c83868bdbe5ef7e8,POW,2024-06-29,3,direct,medium,neutral,earnings,short_term,True,3,3,2,2,4,,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'time_horizon']",majority_vote,medium,False,['evidence_unavailable'],['missing_or_disputed_evidence'],True,['missing_or_disputed_evidence'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,c9619fa2353c9e19,TCB,2024-07-19,3,direct,low,neutral,other,medium_term,True,2,2,4,2,3,Nghị quyết HĐQT ký kết thỏa thuận hợp tác chiến lược giữa TCB và bên có liên quan,[],[],"['direction', 'is_stock_relevant', 'ticker_relevance']","['event_type', 'materiality', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,cbeb88ab2ba178c7,VBB,2024-10-01,3,direct,low,neutral,other,short_term,True,1,1,1,1,5,NHNN chấp thuận thay đổi địa điểm trụ sở Chi nhánh Cà Mau,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'is_stock_relevant', 'materiality', 'time_horizon']","['event_type', 'ticker_relevance']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,cc76191bcfef8294,KDH,2022-07-22,3,direct,low,neutral,governance,medium_term,True,2,1,3,2,4,Nghị quyết HĐQT về việc lựa chọn đơn vị kiểm toán cho năm 2022 và ký kết hợp đồng kiểm toán,[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d15f0b135ad6f0d4,OCB,2025-08-04,3,direct,low,neutral,debt,medium_term,True,2,2,3,2,3,CBTT về việc đăng ký giao dịch trái phiếu OCB12512 của Ngân hàng TMCP Phương Đông,[],[],"['direction', 'event_type', 'materiality']","['is_stock_relevant', 'ticker_relevance', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d205c7fbea1369ca,LPB,2022-01-28,3,direct,low,neutral,governance,short_term,True,1,1,1,1,5,LPB: Thông báo ký kết hợp đồng kiểm toán BCTC 2022,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d2e2206fd075fb1a,NLG,2026-03-12,3,direct,low,unclear,other,short_term,True,1,1,4,1,3,NLG: Thông báo giao dịch cổ phiếu của Người nội bộ Cao Tấn Thạch,[],"['materiality_score', 'novelty_score']","['is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']","['direction', 'event_type']",majority_vote,medium,False,['direction_unclear'],"['numeric_score_outlier', 'unclear_direction']",True,"['numeric_score_outlier', 'unclear_direction']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d3073181a476e946,VIB,2023-09-29,3,direct,low,support,capital,medium_term,True,2,2,4,2,3,VIB: Nghị quyết HĐQT phê duyệt kế hoạch phát hành giấy tờ có giá năm 2023,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d690cb3815f50a17,LPB,2025-09-17,3,direct,low,neutral,debt,medium_term,True,2,2,3,2,3,CBTT về việc đăng ký giao dịch trái phiếu LPB12502 của Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam (tên cũ: Ngân hàng Thương mại cổ phần Bưu Điện Liên Việt),[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d71ba1f627dffbd9,TCB,2026-06-19,3,direct,low,neutral,other,long_term,True,2,2,3,2,4,Techcombank duy trì vị thế nhà tài trợ độc quyền toàn bộ tài chính của chương trình và giải thưởng “Điều kỳ diệu” là học bổng lên đến 1 triệu USD,[],['materiality_score'],"['direction', 'event_type', 'materiality', 'time_horizon']","['is_stock_relevant', 'ticker_relevance']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,d9738b5986b23b91,LPB,2025-10-27,3,direct,low,neutral,debt,medium_term,True,2,2,3,2,4,CBTT về việc đăng ký giao dịch trái phiếu LPB12508 của Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam (tên cũ: Ngân hàng Thương mại cổ phần Bưu Điện Liên Việt),[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,da271863428f7fc0,POW,2022-03-02,3,direct,low,unclear,other,disagreement,True,1,1,5,1,2,,['time_horizon'],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'event_type']",disagreement,low,False,"['categorical_consensus_unavailable', 'direction_unclear', 'evidence_unavailable']","['categorical_disagreement', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction']",True,"['categorical_disagreement', 'missing_or_disputed_evidence', 'numeric_score_outlier', 'unclear_direction']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,de923b44325d953c,VND,2025-07-29,3,irrelevant,low,neutral,macro,short_term,False,1,1,3,3,5,Tỷ giá trung tâm hôm nay (29/7) được NHNN tăng vọt 24 đồng lên mức cao kỷ lục là 25.206 VND/USD.,[],"['materiality_score', 'reasoning_confidence']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'time_horizon']",['ticker_relevance'],majority_vote,medium,False,"['not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['numeric_score_outlier', 'unclear_relevance']",True,"['numeric_score_outlier', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e269d041f4ada525,REE,2025-10-15,3,direct,low,neutral,other,unclear,True,1,1,4,1,3,Thông báo công văn của UBCKNN về việc chuyển quyền sở hữu cổ phiếu REE,[],"['materiality_score', 'novelty_score']","['direction', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['event_type'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e3131981522eb814,KDH,2025-07-25,3,direct,medium,risk,capital,short_term,True,3,3,3,3,3,Nhóm quỹ Dragon Capital giảm tỷ lệ sở hữu tại KDH về dưới mức 8%,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e34b0d87aa8cf76f,BCM,2024-08-23,3,direct,medium,risk,debt,medium_term,True,3,3,2,3,4,,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance']","['materiality', 'time_horizon']",majority_vote,medium,False,['evidence_unavailable'],['missing_or_disputed_evidence'],True,['missing_or_disputed_evidence'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e3eec1a48a8ca80b,HPG,2025-07-18,3,direct,low,neutral,capital,medium_term,True,2,2,4,2,3,HPG: Quyết định về việc thay đổi đăng ký niêm yết,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e44563bbbfc1e49b,MBS,2025-09-24,3,direct,low,neutral,governance,short_term,True,2,2,3,2,3,MBS: Bổ nhiệm Bà Phạm Thị Kim Ngân giữ chức vụ Phó Tổng giám đốc,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,e511b713c411cfb1,FRT,2025-06-07,3,direct,medium,support,dividend,medium_term,True,3,3,2,3,4,"FPT Retail (FRT) sẽ phát hành hơn 34 triệu cổ phiếu để trả cổ tức năm 2024, nâng vốn điều lệ lên 1.700 tỷ đồng.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,ed12abda86a67b0b,BSI,2026-06-03,3,direct,medium,support,dividend,short_term,True,3,3,2,2,4,BSI: Thông báo ngày ĐKCC trả cổ tức năm 2025 bằng CP,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,f2ed0b46dcc12452,HAH,2026-04-07,3,direct,low,unclear,other,short_term,True,1,1,4,2,3,HAH: Thông báo giao dịch cổ phiếu của người có liên quan của Người nội bộ Vũ Ngọc Sơn,[],"['materiality_score', 'novelty_score']","['is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']","['direction', 'event_type']",majority_vote,medium,False,['direction_unclear'],"['numeric_score_outlier', 'unclear_direction']",True,"['numeric_score_outlier', 'unclear_direction']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,f39377580019e6a5,VHM,2022-10-27,3,direct,high,support,earnings,medium_term,True,5,4,2,3,4,"Doanh thu vượt bậc giúp tổng lợi nhuận hợp nhất trước thuế của nhà phát triển BĐS này đạt 18.949 tỷ đồng, tăng 37% so với cùng kỳ; lợi nhuận sau thuế đạt 14.494 tỷ đồng, tăng 30% so với cùng kỳ và đều là mức cao nhất tính từ quý I/2020.",[],"['materiality_score', 'reasoning_confidence']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],"['data_quality_issue', 'numeric_score_outlier']",True,"['data_quality_issue', 'numeric_score_outlier']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,f489cb4720963cac,KDH,2026-04-23,3,direct,low,neutral,governance,short_term,True,2,2,3,2,3,"KDH: Thông báo thay đổi nhân sự - Miễn nhiệm và bổ nhiệm thành viên HĐQT, BKS",[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,f4ce34bd7ed494ae,HCM,2023-10-05,3,direct,medium,support,other,medium_term,True,3,3,2,3,4,Quyết định của Sở Giao dịch Chứng khoán Hà Nội về việc chấp thuận cho HSC được kết nối GD đến thị trường trái phiếu DNRL với HNX,[],[],"['direction', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']","['event_type', 'materiality']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,f9990788c5ed6255,CSV,2026-01-27,3,direct,unclear,unclear,earnings,short_term,True,2,2,4,2,2,CSV: Giải trình biến động LNST BCTC Cty mẹ quý 4/2025 so với cùng kỳ năm trước,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,False,"['direction_unclear', 'materiality_unclear']",['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,fa2ea1a55751f3bb,BCM,2026-01-30,3,direct,high,mixed,earnings,medium_term,True,4,4,2,3,4,"BCM khép lại năm với doanh thu thuần 6,951 tỷ đồng, tăng 33% so với năm trước. Lãi ròng đạt gần 3,489 tỷ đồng, tăng 60%, mức cao kỷ lục.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,fac2164fbcd4a654,UNKNOWN,2026-01-29,3,market_wide,low,support,macro,long_term,False,2,2,4,2,3,"Việt Nam muốn tăng hợp tác với Thụy Sĩ về xây dựng thể chế, chia kinh nghiệm vận hành, đào tạo nhân lực khi phát triển trung tâm tài chính quốc tế.",[],[],"['direction', 'event_type', 'ticker_relevance', 'time_horizon']","['is_stock_relevant', 'materiality']",majority_vote,medium,False,['not_directly_stock_relevant'],['data_quality_issue'],True,['data_quality_issue'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,fc451c7386926f52,HCM,2026-06-15,3,direct,low,neutral,capital,unclear,True,1,1,5,1,4,HCM: CBTT - Bản cáo bạch chào bán 18 mã Chứng quyền có bảo đảm và các phụ lục đính kèm (Phần 3/3),[],"['materiality_score', 'novelty_score', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,fd7c9fb710f223e4,MSN,2022-01-05,3,direct,low,risk,market,short_term,True,2,2,4,2,2,khoi ngoai ban rong tro lai tren hose msn bi rut gan 160 ty dong,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
